Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 5478,"Martina, Ivan Steve.",Regulation in slendid isolation :a framework to promote effective and efficient performance of the electricity industry in small isolated monopoly systems.,Book_thsis,840411689,9079787086^9789079787081,2009,5131815,,,
recommendation area,TR diss 5531,"Loef, Ruben.",Space charges in nanostructures solar cells :CulnS² thin films and CdSe quantum dots.,Book_thsis,840411690,9085702895^9789085702894,2009,5131268,,,
recommendation area,TR diss 5479,"Ahmed, Tahira Jabeen.",Hybrid composite structures :multifunctionality through metal fibres : an exploratory investigation.,Book_thsis,840411780,9077172459^9789077172452,2009,5131533,,,
recommendation area,TR diss 5480,"Jong, Hanneke Martine de.",Towards a single European electricity market :a structured approach to regulatory mode decision-making.,Book_thsis,840411781,907978706X^9789079787067,2009,5131816,,,
recommendation area,TR diss 5497,"Wang, Huijuan.",Robustness of networks.,Book_thsis,840411959,9090245022^9789090245027,2009,5131698,,,
recommendation area,TR diss 5525,"Yang, Zhenke.",Multi-modal aggression detection in trains.,Book_thsis,840413992,9081381164^9789081381161,2009,5131341,,,
recommendation area,TR diss 5569,"Altürk, Emre.",Drawing architecture theory on the city.,Book_thsis,840413997,9090246460^9789090246468,2009,5132259,,,
recommendation area,TR diss 5528,"Vos, Nelis Jacob de.",Computational intelligence in rainfall-runoff modeling.,Book_thsis,840413999,9085595851^9789085595854,2009,5132033,,,
recommendation area,TR diss 5526,"Haan, Gerwin de.",Techniques and architectures for 3D interaction.,Book_thsis,840414944,9085595541^9789085595540,2009,5131342,,,
recommendation area,TR diss 5513,"Xu, Wei.",Genetic design of ultra high strength stainless steels :modelling and experiments.,Book_thsis,840414947,9077172491^9789077172490,2009,5131536,,,
recommendation area,TR diss 5579,"Nasrallah, Rami.; Amin, Amin.",Urban peace-building patterns and future scenarios :the case of Jerusalem.,Book_thsis,840415941,9657283175^9789657283172,2009,5132260,,,
recommendation area,TR diss 5544,"Shrestha, Durga Lal.",Uncertainty analysis in rainfall-runoff modelling :application of machine learning techniques.,Book_thsis,840416043,0415565987^9780415565981,2009,5132036,,,
recommendation area,TR diss 5608,"Schühle, Daniel.",Calix[4]arenes as molecular platforms in magnetic resonance imaging.,Book_thsis,840416924,9090246681^9789090246680,2009,5131895,,,
recommendation area,TR diss 5543,"Lamei, Aya Mohammed.","A technical-economic model for integrated water resources management in tourism dependent arid coastal regions :the case of Sharm el Sheikh, Egypt /",Book_thsis,840416925,0415558980^9780415558983,2009,5132035,,,
recommendation area,TR diss 5545,"Lichtenauer, Jeroen Frederik.",Gesture recognition by computer vision :an integral approach.,Book_thsis,840416935,9081381156^9789081381154,2009,5131343,,,
recommendation area,TR diss 5582,"Lei, Tellervo Elisheba van der.",Relating actor analysis methods to policy problems.,Book_thsis,840416936,9056382195^9789056382193,2009,5131821,,,
recommendation area,TR diss 5612,"Nikerel, Ilkem Emrah.",Managing complexity of cellular systems :theoretical tools for dynamics modeling of metabolic reaction networks.,Book_thsis,840417070,9490370010^9789490370015,2009,5131896,,,
recommendation area,TR diss 5577,"Hanea, Daniela Manuela.",Human risk of fire :building a decision support tool using Bayesian networks.,Book_thsis,840417071,9056382276^9789056382278,2009,5131819,,,
recommendation area,TR diss 5561,"Figueras I Ventura, Jordi.",Design of a high resolution X-band Doppler polarimetric weather radar.,Book_thsis,840417079,9090247599^9789090247595,2009,5131269,,,
recommendation area,TR diss 5548,"Agoris, Panteleimon D.",Sensitivity verification of radio frequency partial discharge detection in high voltage equipment.,Book_thsis,840417083,9085704251^9789085704256,2009,5131701,,,
recommendation area,TR diss 5586,"Berghauser Pont, Meta Yolanda.; Haupt, Per André.","Space, density and urban form.",Book_thsis,840417084,9052693757^9789052693750,2009,5132262,,,
recommendation area,TR diss 5516,"Caarls, Jurjen.",Pose estimation for mobile devices and augmented reality.,Book_thsis,840417383,9090245855^9789090245850,2009,5131339,,,
recommendation area,TR diss 5552,"Corzo Perez, Gerald Augusto.",Hybrid models for hydrological forecasting :integration of data-driven and conceptual modelling techniques.,Book_thsis,840417392,0415565979^9780415565974,2009,5132037,,,
recommendation area,TR diss 5518,"Sumihar, Julius Harry.; Delft University of Technology, Delft Institute of Applied Mathematics.",Two-sample Kalman filter and system error modelling for storm surge forecasting.,Book_thsis,840417398,908570412X^9789085704126,2009,5131266,,,
recommendation area,TR diss 5521,"Zhou, Yi.",Wind power integration :from individual wind turbine to wind park as a power plant.,Book_thsis,840417402,9090246738^9789090246734,2009,5131267,,,
recommendation area,TR diss 5713,"Hofhuis, Joris Petrus Theodorus.",Charge carrier dynamics in CuInS2-based solar cells.,Book_thsis,840417429,9085704057^9789085704058,2009,5131270,,,
recommendation area,TR diss 5554,"Dreschler, Marco.",Fair competition :how to apply the 'Economically Most Advantageous Tender' (EMAT) award mechanism in the Dutch construction industry.,Book_thsis,840417443,9090246517^9789090246512,2009,5131818,,,
recommendation area,TR diss 5572,"Lu, Lie.",Content discovery from composite audio :an unsupervised approach.,Book_thsis,840417489,9081381148^9789081381147,2009,5131345,,,
recommendation area,TR diss 5555,"De Graaf, Rutger Ewout.","Innovations in urban water management to reduce the vulnerability of cities :feasibility, case studies and governance.",Book_thsis,840417556,9085595916^9789085595915,2009,5132038,,,
recommendation area,TR diss 5565,"Tunçer, Esma Bige.",The architectural information map :semantic modeling in conceptual architectural design.,Book_thsis,840417563,9085704235^9789085704232,2009,5132258,,,
recommendation area,TR diss 5557,"Al-Nazer, Dima Wadi' H.","From water scarcity to sustainable water use in the West Bank, Palestine.",Book_thsis,840417565,0415573815^9780415573818,2009,5132039,,,
recommendation area,TR diss 5571,"Parmar, Vikram.",Design framework for developing ICT products and services for rural development.,Book_thsis,840418307,908149161X^9789081491617,2009,5131985,,,
recommendation area,TR diss 5590,"De Reuver, Gerardus Adrianus.",Governing mobile service innovation in co-evolving value networks.,Book_thsis,840419894,9079787132^9789079787135,2009,5131822,,,
recommendation area,TR diss 5619,"Rahman, Tanvir.",A perturbation approach for geometrically nonlinear structural analysis using a general purpose finite element code.,Book_thsis,840424780,9090249516^9789090249513,2009,5131436,,,
recommendation area,TR diss 5621,"Quak, Benjamin.",Information strategy for decision support in maintaining high voltage infrastructures.,Book_thsis,840424809,9085593344^9789085593348,2007,5131825,,,
recommendation area,TR diss 5617,"Naci, Suphi Umut.","Multimedia content analysis, indexing and summarization :a perspective on real-life use cases.",Book_thsis,840424839,9081381172^9789081381178,2009,5131346,,,
recommendation area,TR diss 5625,"Martin, Christian Alexander.",Charge transport through single molecules in two- and three-terminal mechanical break junctions.,Book_thsis,840424851,9085930669^9789085930662,2010,5131897,,,
recommendation area,TR diss 6169,"Grabarnik, Semen.",Optical microspectrometers using imaging diffraction gratings.,Book_thsis,840427700,9090250484^9789090250489,2009,5131374,,,
recommendation area,TR diss 5642,"Dufornet, Yann.",Ice crystal properties retrieval using radar spectral polarimetric measurements within ice /,Book_thsis,840427708,9461130023^9789461130020,2010,5131438,,,
recommendation area,TR diss 5662,"Fang, Kun.",Wireless communication over dispersive channels.,Book_thsis,840427790,9461130066^9789461130068,2010,5131707,,,
recommendation area,TR diss 5635,"Theunissen, Raf.",Adaptive image interrogation for PIV :application to compressible flows and interfaces.,Book_thsis,840429047,2875160001^9782875160003,2010,5131347,,,
recommendation area,TR diss 5644,"Karimi Nejadasl, Fatemeh.",A system for the acquisition and analysis of image sequences :to model longitudinal behavior.,Book_thsis,840429065,9090250565^9789090250564,2010,5131349,,,
recommendation area,TR diss 5654,"Kranenburg, Cornelis van.",Fatigue crack growth in aluminium alloys.,Book_thsis,840429096,9090251707^9789090251707,2010,5131538,,,
recommendation area,TR diss 5665,"Pietrzyk, Michal Miroslaw.",Error control coding schemes for ultra-wideband impulse radio systems.,Book_thsis,840429099,9090246630^9789090246635,2010,5131708,,,
recommendation area,TR diss 5638,"Boer, Ane de.",Design strategy structural concrete in 3D :focusing on uniform force results and sequential analysis.,Book_thsis,840429101,9090250778^9789090250779,2010,5131348,,,
recommendation area,TR diss 5672,"Çelik, Hasan.",Dominant object detection for autonomous vision-based surveillance.,Book_thsis,840429110,9081381180^9789081381185,2010,5131351,,,
recommendation area,TR diss 5657,"Bos, Fank Martijn.",Numerical simulations of flapping foil and wing aerodynamics :mesh deformation using radial basis functions.,Book_thsis,840429192,9090251731^9789090251738,2010,5131439,,,
recommendation area,TR diss 5674,"He, Huan.",Computational modelling of particle packing in concrete.,Book_thsis,840429197,9490284068^9789490284060,2010,5131540,,,
recommendation area,TR diss 5648,"Yangali Quintanilla, Victor Augusto.","Rejection of emerging organic contaminants by nanofiltration and reverse osmosis membranes :effects of fouling, modelling and water reuse.",Book_thsis,840429212,0415582776^9780415582773,2010,5132041,,,
recommendation area,TR diss 5663,"Rehman, Mehfooz ur.",Fast iterative methods for the incompressible Navier-Stokes equations.,Book_thsis,840430414,9090249257^9789090249254,2009,5131440,,,
recommendation area,TR diss 5640,"Pedersen, Ronnie Refstrup.",Computational modelling of dynamic failure of cementitious materials.,Book_thsis,840430415,949028405X^9789490284053,2009,5131537,,,
recommendation area,TR diss 5666,"Morales Nápoles, Oswaldo.",Bayesian belief nets and vines in aviation safety and other applications.,Book_thsis,840430428,9085705010^9789085705017,2010,5131441,,,
recommendation area,TR diss 5680,"Johnston, Katja.; Johnston-Schmid, Katja.",PHA production in aerobic mixed microbial cultures.,Book_thsis,840430437,9090249427^9789090249421,2010,5131899,,,
recommendation area,TR diss 5688,"Wiersma, Johan Willem Frederik.",Assessing vessel traffic service operator situation awareness.,Book_thsis,840435325,9088911487^9789088911484,2010,5132167,,,
recommendation area,TR diss 5701,"Feldman, Aleksandar Beniaminov.",Approximation algorithms for model-based diagnosis.,Book_thsis,840435540,9090250239^9789090250236,2010,5131445,,,
recommendation area,TR diss 5790,"Grabulov, Aleksandro.",Fundamentals of rolling contact fatigue.,Book_thsis,840435579,9077172556^9789077172551,2010,5131543,,,
recommendation area,TR diss 5702,"Ahmadi, Mahmood.",High-performance processing in networked and grid environments.,Book_thsis,840435580,9072298063^9789072298065,2010,5131711,,,
recommendation area,TR diss 5704,"Veldhuis, Johanna Antonia Elisabeth ten.",Quantitative risk analysis of urban flooding in lowland areas.,Book_thsis,840435582,9461080352^9789461080356,2010,5132043,,,
recommendation area,TR diss 5700,"Daamen, Tom.; Delft University of Technology.",Strategy as force :towards effective strategies for urban development projects: The Case of Rotterdam CityPorts.,Book_thsis,840435692,1607505517^9781607505518,2010,5132264,,,
recommendation area,TR diss 5777,"Joncas, Simon.",Thermoplastic composite wind turbine blades :an integrated design approach.,Book_thsis,840435941,2921145731^9782921145732,2010,5131272,,,
recommendation area,TR diss 5763,"Bouten, Lisanne Maria.",Co-branding :a brand partnership and a new product.,Book_thsis,840436222,9051550596^9789051550597,2010,5131645,,,
recommendation area,TR diss 5678,"Swart, Auke Edwin.",Numerical analysis of damage initiation and development in bends of steel pipelines.,Book_thsis,840436234,9090252428^9789090252421,2010,5131444,,,
recommendation area,TR diss 5705,"Wang, Jing.",Networking technologies for future home networks using 60 GHz radio.,Book_thsis,840436437,946113004X^9789461130044,2010,5131712,,,
recommendation area,TR diss 5706,"Altamirano, Monica Alejandra.",Innovative contracting practices in the road sector :cross-national lessons in dealing with opportunistic behaviour.,Book_thsis,840437078,9079787256^9789079787258,2010,5132168,,,
recommendation area,TR diss 5741,"Wols, Bas Anton.",CFD in drinking water treatment.,Book_thsis,840437124,9089570136^9789089570130,2010,5132045,,,
recommendation area,TR diss 5738,"Dong, Yufei.",Hydraulic fracture containment in sand.,Book_thsis,840437132,9090254595^9789090254593,2010,5132044,,,
recommendation area,TR diss 5740,"Lombaerts, Thomas Jan Jozef.",Fault tolerant flight control :a physical model approach.,Book_thsis,840437135,9081544314^9789081544313,2010,5132169,,,
recommendation area,TR diss 5752,"Borchert, Stefan.; Delft University of Technology.",Distributed video coding (DVC) :motion estimation and DCT quantization in low complexity video compression.,Book_thsis,840437265,9490818011^9789490818012,2010,5131355,,,
recommendation area,TR diss 5759,"Imamoglu, Bilge.",Architectural production in state offices :an inquiry into the professionalization of architecture in early republican Turkey.,Book_thsis,840437272,905269382X^9789052693828,2010,5132267,,,
recommendation area,TR diss 5776,"Taebi, Behnam.",Nuclear power and justice between generations :a moral analysis of fuel cycles.,Book_thsis,840437449,9038622740^9789038622743,2010,5132171,,,
recommendation area,TR diss 5786,"Toonssen, Richard.",Sustainable power from biomass :comparison of technologies for centralized or decentralized fuel cell systems.,Book_thsis,840437454,905335297X^9789053352977,2010,5132172,,,
